OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality,Review_Reason
specialty_foods,Food & Dining,Food & Dining,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.471,Low,Low similarity score
speakeasy,Food & Dining,Food & Dining,13002,Dining and Drinking > Bakery,Dining and Drinking , Bakery,0.533,Low,Low similarity score
b2b_food_products,Food & Dining,Business-to-Business,13054,Dining and Drinking > Food Truck,Dining and Drinking , Food Truck,0.593,Low,Low similarity score
frozen_foods,Food & Dining,Food & Dining,13053,Dining and Drinking > Food Stand,Dining and Drinking , Food Stand,0.455,Low,Low similarity score
irish_pub,Food & Dining,Food & Dining,10032,Arts and Entertainment > Night Club,Arts and Entertainment , Night Club,0.526,Low,Low similarity score
bistro,Food & Dining,Food & Dining,11143,Business and Professional Services > Publisher,Business and Professional Services , Publisher,0.533,Low,Low similarity score
public_and_government_association,Food & Dining,Food & Dining,12000,Community and Government,Community and Government,,0.596,Low,Low similarity score
soul_food,Food & Dining,Food & Dining,19026,Travel and Transportation > Toll Booth,Travel and Transportation , Toll Booth,0.526,Low,Low similarity score
pretzels,Food & Dining,Food & Dining,17000,Retail,Retail,,0.571,Low,Low similarity score
empanadas,Food & Dining,Food & Dining,17100,Retail > Newsstand,Retail , Newsstand,0.444,Low,Low similarity score
patisserie_cake_shop,Food & Dining,Food & Dining,13040,Dining and Drinking > Dessert Shop,Dining and Drinking , Dessert Shop,0.562,Low,Low similarity score
delicatessen,Food & Dining,Food & Dining,12009,Community and Government > Education,Community and Government , Education,0.476,Low,Low similarity score
doner_kebab,Food & Dining,Food & Dining,10013,Arts and Entertainment > Dance Hall,Arts and Entertainment , Dance Hall,0.476,Low,Low similarity score
ice_cream_shop,Food & Dining,Food & Dining,11118,Business and Professional Services > Machine Shop,Business and Professional Services , Machine Shop,0.538,Low,Low similarity score
gelato,Food & Dining,Food & Dining,19022,Travel and Transportation > Platform,Travel and Transportation , Platform,0.571,Low,Low similarity score
hotel_bar,Food & Dining,Food & Dining,13003,Dining and Drinking > Bar,Dining and Drinking , Bar,0.9,High,Accommodation category mismatch
kombucha,Food & Dining,Food & Dining,16003,Landmarks and Outdoors > Beach,Landmarks and Outdoors , Beach,0.462,Low,Low similarity score
acai_bowls,Food & Dining,Food & Dining,17004,Retail > Auction House,Retail , Auction House,0.522,Low,Low similarity score
bubble_tea,Food & Dining,Food & Dining,17105,Retail > Outlet Store,Retail , Outlet Store,0.545,Low,Low similarity score
hong_kong_style_cafe,Food & Dining,Food & Dining,11116,Business and Professional Services > Logging Service,Business and Professional Services , Logging Service,0.514,Low,Low similarity score
notary_public,Food & Dining,Government & Public Services,10011,Arts and Entertainment > Country Club,Arts and Entertainment , Country Club,0.56,Low,Low similarity score
non_governmental_association,Government & Public Services,Government & Public Services,12064,Community and Government > Government Building,Community and Government , Government Building,0.553,Low,Low similarity score
freight_forwarding_agency,Government & Public Services,Government & Public Services,11001,Business and Professional Services > Advertising Agency,Business and Professional Services , Advertising Agency,0.558,Low,Low similarity score
armed_forces_branch,Government & Public Services,Government & Public Services,11103,Business and Professional Services > Human Resources Agency,Business and Professional Services , Human Resources Agency,0.585,Low,Low similarity score
estate_liquidation,Government & Public Services,Government & Public Services,19007,Travel and Transportation > Fuel Station,Travel and Transportation , Fuel Station,0.533,Low,Low similarity score
sightseeing_tour_agency,Government & Public Services,Government & Public Services,11107,Business and Professional Services > Insurance Agency,Business and Professional Services , Insurance Agency,0.564,Low,Low similarity score
social_welfare_center,Government & Public Services,Government & Public Services,12098,Community and Government > Spiritual Center,Community and Government , Spiritual Center,0.595,Low,Low similarity score
mohel,Healthcare & Medical,Healthcare & Medical,16026,Landmarks and Outdoors > Monument,Landmarks and Outdoors , Monument,0.462,Low,Low similarity score
cardiologist,Healthcare & Medical,Healthcare & Medical,10007,Arts and Entertainment > Carnival,Arts and Entertainment , Carnival,0.5,Low,Low similarity score
midwife,Healthcare & Medical,Healthcare & Medical,13038,Dining and Drinking > Cidery,Dining and Drinking , Cidery,0.462,Low,Low similarity score
pediatric_surgery,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.593,Low,Low similarity score
occupational_medicine,Healthcare & Medical,Healthcare & Medical,11190,Business and Professional Services > Promotional Item Service,Business and Professional Services , Promotional Item Service,0.578,Low,Low similarity score
aromatherapy,Healthcare & Medical,Healthcare & Medical,11068,Business and Professional Services > Laundromat,Business and Professional Services , Laundromat,0.545,Low,Low similarity score
pediatric_orthopedic_surgery,Healthcare & Medical,Healthcare & Medical,11136,Business and Professional Services > Petroleum Supplier,Business and Professional Services , Petroleum Supplier,0.478,Low,Low similarity score
pediatric_pulmonology,Healthcare & Medical,Healthcare & Medical,16040,Landmarks and Outdoors > Pedestrian Plaza,Landmarks and Outdoors , Pedestrian Plaza,0.486,Low,Low similarity score
anesthesiologist,Healthcare & Medical,Healthcare & Medical,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,0.5,Low,Low similarity score
urologist,Healthcare & Medical,Healthcare & Medical,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,0.571,Low,Low similarity score
pulmonologist,Healthcare & Medical,Healthcare & Medical,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,0.48,Low,Low similarity score
halotherapy,Healthcare & Medical,Healthcare & Medical,15026,Health and Medicine > Physical Therapy Clinic,Health and Medicine , Physical Therapy Clinic,0.588,Low,Low similarity score
pediatric_neurology,Healthcare & Medical,Healthcare & Medical,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.514,Low,Low similarity score
pediatric_radiology,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.483,Low,Low similarity score
spine_surgeon,Healthcare & Medical,Healthcare & Medical,17112,Retail > Print Store,Retail , Print Store,0.583,Low,Low similarity score
proctologist,Healthcare & Medical,Healthcare & Medical,15024,Health and Medicine > Optometrist,Health and Medicine , Optometrist,0.522,Low,Low similarity score
gastroenterologist,Healthcare & Medical,Healthcare & Medical,12076,Community and Government > Government Lobbyist,Community and Government , Government Lobbyist,0.541,Low,Low similarity score
hepatologist,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.545,Low,Low similarity score
ayurveda,Healthcare & Medical,Healthcare & Medical,10007,Arts and Entertainment > Carnival,Arts and Entertainment , Carnival,0.5,Low,Low similarity score
doula,Healthcare & Medical,Healthcare & Medical,16051,Landmarks and Outdoors > Volcano,Landmarks and Outdoors , Volcano,0.5,Low,Low similarity score
radiologist,Healthcare & Medical,Healthcare & Medical,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.583,Low,Low similarity score
pediatric_gastroenterology,Healthcare & Medical,Healthcare & Medical,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.5,Low,Low similarity score
fertility,Healthcare & Medical,Healthcare & Medical,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.545,Low,Low similarity score
oncologist,Healthcare & Medical,Healthcare & Medical,11108,Business and Professional Services > Technology Business > IT Service,Business and Professional Services , Technology Business ,0.483,Low,Low similarity score
retina_specialist,Healthcare & Medical,Healthcare & Medical,11153,Business and Professional Services > Recycling Facility,Business and Professional Services , Recycling Facility,0.571,Low,Low similarity score
psychologist,Healthcare & Medical,Healthcare & Medical,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.529,Low,Low similarity score
traditional_chinese_medicine,Healthcare & Medical,Healthcare & Medical,11190,Business and Professional Services > Promotional Item Service,Business and Professional Services , Promotional Item Service,0.577,Low,Low similarity score
health_retreats,Healthcare & Medical,Healthcare & Medical,15012,Health and Medicine > Home Health Care Service,Health and Medicine , Home Health Care Service,0.564,Low,Low similarity score
occupational_therapy,Healthcare & Medical,Healthcare & Medical,18048,Sports and Recreation > Recreation Center,Sports and Recreation , Recreation Center,0.541,Low,Low similarity score
speech_therapist,Healthcare & Medical,Healthcare & Medical,15024,Health and Medicine > Optometrist,Health and Medicine , Optometrist,0.519,Low,Low similarity score
allergist,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.526,Low,Low similarity score
counseling_and_mental_health,Healthcare & Medical,Healthcare & Medical,12000,Community and Government,Community and Government,,0.538,Low,Low similarity score
endocrinologist,Healthcare & Medical,Healthcare & Medical,11108,Business and Professional Services > Technology Business > IT Service,Business and Professional Services , Technology Business ,0.529,Low,Low similarity score
pathologist,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.571,Low,Low similarity score
oral_surgeon,Healthcare & Medical,Healthcare & Medical,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.56,Low,Low similarity score
rheumatologist,Healthcare & Medical,Healthcare & Medical,12076,Community and Government > Government Lobbyist,Community and Government , Government Lobbyist,0.485,Low,Low similarity score
surgeon,Healthcare & Medical,Healthcare & Medical,11107,Business and Professional Services > Insurance Agency,Business and Professional Services , Insurance Agency,0.522,Low,Low similarity score
orthopedist,Healthcare & Medical,Healthcare & Medical,16015,Landmarks and Outdoors > Forest,Landmarks and Outdoors , Forest,0.588,Low,Low similarity score
sex_therapist,Healthcare & Medical,Healthcare & Medical,16004,Landmarks and Outdoors > Bike Trail,Landmarks and Outdoors , Bike Trail,0.522,Low,Low similarity score
medical_research_and_development,Healthcare & Medical,Healthcare & Medical,12079,Community and Government > Housing Development,Community and Government , Housing Development,0.549,Low,Low similarity score
animal_assisted_therapy,Healthcare & Medical,Healthcare & Medical,12002,Community and Government > Animal Shelter,Community and Government , Animal Shelter,0.595,Low,Low similarity score
ophthalmologist,Healthcare & Medical,Healthcare & Medical,15024,Health and Medicine > Optometrist,Health and Medicine , Optometrist,0.538,Low,Low similarity score
neuropathologist,Healthcare & Medical,Healthcare & Medical,15024,Health and Medicine > Optometrist,Health and Medicine , Optometrist,0.519,Low,Low similarity score
toxicologist,Healthcare & Medical,Healthcare & Medical,11108,Business and Professional Services > Technology Business > IT Service,Business and Professional Services , Technology Business ,0.516,Low,Low similarity score
hypnosis_hypnotherapy,Healthcare & Medical,Healthcare & Medical,15026,Health and Medicine > Physical Therapy Clinic,Health and Medicine , Physical Therapy Clinic,0.545,Low,Low similarity score
pediatric_oncology,Healthcare & Medical,Healthcare & Medical,11121,Business and Professional Services > Media Agency,Business and Professional Services , Media Agency,0.533,Low,Low similarity score
cryotherapy,Healthcare & Medical,Healthcare & Medical,13037,Dining and Drinking > Cafeteria,Dining and Drinking , Cafeteria,0.5,Low,Low similarity score
hematology,Healthcare & Medical,Healthcare & Medical,12081,Community and Government > Observatory,Community and Government , Observatory,0.476,Low,Low similarity score
clinical_laboratories,Healthcare & Medical,Healthcare & Medical,11109,Business and Professional Services > Laboratory,Business and Professional Services , Laboratory,0.581,Low,Low similarity score
audiologist,Healthcare & Medical,Healthcare & Medical,11007,Business and Professional Services > Auditorium,Business and Professional Services , Auditorium,0.571,Low,Low similarity score
health_spa,Healthcare & Medical,Healthcare & Medical,11039,Business and Professional Services > Event Space,Business and Professional Services , Event Space,0.571,Low,Low similarity score
marriage_or_relationship_counselor,Healthcare & Medical,Healthcare & Medical,11023,Business and Professional Services > Career Counselor,Business and Professional Services , Career Counselor,0.52,Low,Low similarity score
pediatric_cardiology,Healthcare & Medical,Healthcare & Medical,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.476,Low,Low similarity score
nephrologist,Healthcare & Medical,Healthcare & Medical,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,0.5,Low,Low similarity score
dialysis_clinic,Healthcare & Medical,Healthcare & Medical,15015,Health and Medicine > Maternity Clinic,Health and Medicine , Maternity Clinic,0.581,Low,Low similarity score
immunodermatologist,Healthcare & Medical,Healthcare & Medical,12076,Community and Government > Government Lobbyist,Community and Government , Government Lobbyist,0.526,Low,Low similarity score
pediatric_nephrology,Healthcare & Medical,Healthcare & Medical,16040,Landmarks and Outdoors > Pedestrian Plaza,Landmarks and Outdoors , Pedestrian Plaza,0.5,Low,Low similarity score
concierge_medicine,Healthcare & Medical,Healthcare & Medical,15052,Health and Medicine > Sports Medicine Clinic,Health and Medicine , Sports Medicine Clinic,0.55,Low,Low similarity score
skilled_nursing,Healthcare & Medical,Healthcare & Medical,10048,Arts and Entertainment > Roller Rink,Arts and Entertainment , Roller Rink,0.538,Low,Low similarity score
hydrotherapy,Healthcare & Medical,Healthcare & Medical,15026,Health and Medicine > Physical Therapy Clinic,Health and Medicine , Physical Therapy Clinic,0.514,Low,Low similarity score
massage_therapy,Healthcare & Medical,Healthcare & Medical,12003,Community and Government > Cemetery,Community and Government , Cemetery,0.522,Low,Low similarity score
cardiovascular_and_thoracic_surgeon,Healthcare & Medical,Healthcare & Medical,17082,Retail > Furniture and Home Store,Retail , Furniture and Home Store,0.508,Low,Low similarity score
psychotherapist,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.56,Low,Low similarity score
laser_eye_surgery_lasik,Healthcare & Medical,Healthcare & Medical,10022,Arts and Entertainment > Laser Tag Center,Arts and Entertainment , Laser Tag Center,0.462,Low,Low similarity score
obstetrician_and_gynecologist,Healthcare & Medical,Healthcare & Medical,16020,Landmarks and Outdoors > Historic and Protected Site,Landmarks and Outdoors , Historic and Protected Site,0.5,Low,Low similarity score
naturopathic_holistic,Healthcare & Medical,Healthcare & Medical,17082,Retail > Furniture and Home Store,Retail , Furniture and Home Store,0.444,Low,Low similarity score
pediatric_anesthesiology,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.529,Low,Low similarity score
child_psychiatrist,Healthcare & Medical,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.571,Low,Low similarity score
pediatric_endocrinology,Healthcare & Medical,Healthcare & Medical,11121,Business and Professional Services > Media Agency,Business and Professional Services , Media Agency,0.514,Low,Low similarity score
neurotologist,Healthcare & Medical,Healthcare & Medical,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,0.56,Low,Low similarity score
carpet_cleaning,Home & Garden Services,Home & Garden Services,15011,Health and Medicine > Healthcare Clinic,Health and Medicine , Healthcare Clinic,0.562,Low,Low similarity score
junk_removal_and_hauling,Home & Garden Services,Home & Garden Services,11186,Business and Professional Services > Market Research and Consulting Service,Business and Professional Services , Market Research and Consulting Service,0.484,Low,Low similarity score
pressure_washing,Home & Garden Services,Home & Garden Services,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,0.538,Low,Low similarity score
indoor_landscaping,Home & Garden Services,Home & Garden Services,18035,Sports and Recreation > Indoor Play Area,Sports and Recreation , Indoor Play Area,0.588,Low,Low similarity score
handyman,Home & Garden Services,Home & Garden Services,11068,Business and Professional Services > Laundromat,Business and Professional Services , Laundromat,0.556,Low,Low similarity score
solar_panel_cleaning,Home & Garden Services,Home & Garden Services,18000,Sports and Recreation,Sports and Recreation,,0.537,Low,Low similarity score
movers,Home & Garden Services,Home & Garden Services,16043,Landmarks and Outdoors > River,Landmarks and Outdoors , River,0.545,Low,Low similarity score
patio_covers,Home & Garden Services,Home & Garden Services,10034,Arts and Entertainment > Party Center,Arts and Entertainment , Party Center,0.583,Low,Low similarity score
dry_cleaning,Home & Garden Services,Home & Garden Services,19004,Travel and Transportation > Border Crossing,Travel and Transportation , Border Crossing,0.519,Low,Low similarity score
landscaping,Home & Garden Services,Home & Garden Services,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,0.556,Low,Low similarity score
pool_cleaning,Home & Garden Services,Home & Garden Services,10045,Arts and Entertainment > Pool Hall,Arts and Entertainment , Pool Hall,0.545,Low,Low similarity score
window_washing,Home & Garden Services,Home & Garden Services,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.5,Low,Low similarity score
home_cleaning,Home & Garden Services,Home & Garden Services,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.522,Low,Low similarity score
occupational_safety,Home & Garden Services,Home & Garden Services,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.579,Low,Low similarity score
mining,Manufacturing & Industrial,Manufacturing & Industrial,10018,Arts and Entertainment > Gaming Cafe,Arts and Entertainment , Gaming Cafe,0.471,Low,Low similarity score
oil_and_gas_exploration_and_development,Manufacturing & Industrial,Manufacturing & Industrial,12079,Community and Government > Housing Development,Community and Government , Housing Development,0.552,Low,Low similarity score
book_magazine_distribution,Manufacturing & Industrial,Manufacturing & Industrial,11031,Business and Professional Services > Distribution Center,Business and Professional Services , Distribution Center,0.533,Low,Low similarity score
b2b_rubber_and_plastics,Manufacturing & Industrial,Manufacturing & Industrial,11159,Business and Professional Services > Rubber Supplier,Business and Professional Services , Rubber Supplier,0.526,Low,Low similarity score
coal_and_coke,Manufacturing & Industrial,Manufacturing & Industrial,15000,Health and Medicine,Health and Medicine,,0.562,Low,Low similarity score
iron_work,Manufacturing & Industrial,Manufacturing & Industrial,17034,Retail > Discount Store,Retail , Discount Store,0.522,Low,Low similarity score
mattress_manufacturing,Manufacturing & Industrial,Manufacturing & Industrial,11120,Business and Professional Services > Manufacturer,Business and Professional Services , Manufacturer,0.588,Low,Low similarity score
scrap_metals,Manufacturing & Industrial,Manufacturing & Industrial,17000,Retail,Retail,,0.556,Low,Low similarity score
business_manufacturing_and_supply,Manufacturing & Industrial,Manufacturing & Industrial,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.5,Low,Low similarity score
environmental_renewable_natural_resource,Manufacturing & Industrial,Manufacturing & Industrial,11155,Business and Professional Services > Renewable Energy Service,Business and Professional Services , Renewable Energy Service,0.5,Low,Low similarity score
oil_and_gas,Manufacturing & Industrial,Manufacturing & Industrial,16022,Landmarks and Outdoors > Island,Landmarks and Outdoors , Island,0.588,Low,Low similarity score
plastic_fabrication_company,Manufacturing & Industrial,Manufacturing & Industrial,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.571,Low,Low similarity score
iron_and_steel_industry,Manufacturing & Industrial,Manufacturing & Industrial,16020,Landmarks and Outdoors > Historic and Protected Site,Landmarks and Outdoors , Historic and Protected Site,0.52,Low,Low similarity score
sheet_metal,Manufacturing & Industrial,Manufacturing & Industrial,17039,Retail > Fashion Retail,Retail , Fashion Retail,0.56,Low,Low similarity score
flour_mill,Manufacturing & Industrial,Manufacturing & Industrial,17104,Retail > Outlet Mall,Retail , Outlet Mall,0.571,Low,Low similarity score
steel_fabricators,Manufacturing & Industrial,Manufacturing & Industrial,11109,Business and Professional Services > Laboratory,Business and Professional Services , Laboratory,0.593,Low,Low similarity score
environmental_and_ecological_services_for_businesses,Manufacturing & Industrial,Manufacturing & Industrial,15018,Health and Medicine > Mental Health Service,Health and Medicine , Mental Health Service,0.493,Low,Low similarity score
screen_printing_t_shirt_printing,Manufacturing & Industrial,Manufacturing & Industrial,13000,Dining and Drinking,Dining and Drinking,,0.51,Low,Low similarity score
environmental_testing,Manufacturing & Industrial,Manufacturing & Industrial,12064,Community and Government > Government Building,Community and Government , Government Building,0.55,Low,Low similarity score
paper_mill,Manufacturing & Industrial,Manufacturing & Industrial,11132,Business and Professional Services > Paper Supplier,Business and Professional Services , Paper Supplier,0.583,Low,Low similarity score
wallpaper_installers,Manufacturing & Industrial,Manufacturing & Industrial,11132,Business and Professional Services > Paper Supplier,Business and Professional Services , Paper Supplier,0.529,Low,Low similarity score
commercial_industrial,Manufacturing & Industrial,Manufacturing & Industrial,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.529,Low,Low similarity score
metal_materials_and_experts,Manufacturing & Industrial,Manufacturing & Industrial,15018,Health and Medicine > Mental Health Service,Health and Medicine , Mental Health Service,0.5,Low,Low similarity score
b2b_oil_and_gas_extraction_and_services,Manufacturing & Industrial,Manufacturing & Industrial,11000,Business and Professional Services,Business and Professional Services,,0.575,Low,Low similarity score
media_news_website,Media & Communications,Media & Communications,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.581,Low,Low similarity score
mass_media,Media & Communications,Media & Communications,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.48,Low,Low similarity score
shades_and_blinds,Other Services,Other Services,16061,Landmarks and Outdoors > States and Municipalities,Landmarks and Outdoors , States and Municipalities,0.571,Low,Low similarity score
tabletop_games,Other Services,Other Services,19065,Travel and Transportation > Cable Car,Travel and Transportation , Cable Car,0.522,Low,Low similarity score
books_mags_music_and_video,Other Services,Other Services,12000,Community and Government,Community and Government,,0.48,Low,Low similarity score
gemstone_and_mineral,Other Services,Other Services,15000,Health and Medicine,Health and Medicine,,0.564,Low,Low similarity score
infectious_disease_specialist,Other Services,Other Services,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.475,Low,Low similarity score
oil_refiners,Other Services,Other Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.571,Low,Low similarity score
information_technology_company,Other Services,Other Services,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.533,Low,Low similarity score
ear_nose_and_throat,Other Services,Healthcare & Medical,10000,Arts and Entertainment,Arts and Entertainment,,0.585,Low,Low similarity score
scientific_laboratories,Other Services,Healthcare & Medical,11192,Business and Professional Services > Research Laboratory,Business and Professional Services , Research Laboratory,0.571,Low,Low similarity score
teeth_whitening,Other Services,Healthcare & Medical,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.467,Low,Low similarity score
jazz_and_blues,Other Services,Arts & Entertainment,11061,Business and Professional Services > Health and Beauty Service,Business and Professional Services , Health and Beauty Service,0.462,Low,Low similarity score
paint_your_own_pottery,Other Services,Other Services,19064,Travel and Transportation > Boat or Ferry,Travel and Transportation , Boat or Ferry,0.514,Low,Low similarity score
safety_equipment,Other Services,Other Services,11105,Business and Professional Services > Industrial Equipment Supplier,Business and Professional Services , Industrial Equipment Supplier,0.533,Low,Low similarity score
prosthodontist,Other Services,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.583,Low,Low similarity score
feng_shui,Other Services,Home & Garden Services,17015,Retail > Betting Shop,Retail , Betting Shop,0.571,Low,Low similarity score
holiday_decor,Other Services,Home & Garden Services,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.522,Low,Low similarity score
bulk_billing,Other Services,Other Services,15005,Health and Medicine > Blood Bank,Health and Medicine , Blood Bank,0.455,Low,Low similarity score
vitamins_and_supplements,Other Services,Other Services,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.556,Low,Low similarity score
fidelity_and_surety_bonds,Other Services,Financial Services,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.591,Low,Low similarity score
genealogists,Other Services,Other Services,18029,Sports and Recreation > Gymnastics,Sports and Recreation , Gymnastics,0.545,Low,Low similarity score
family_practice,Other Services,Healthcare & Medical,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,0.562,Low,Low similarity score
wine_tasting_room,Other Services,Other Services,15022,Health and Medicine > Nursing Home,Health and Medicine , Nursing Home,0.552,Low,Low similarity score
private_jet_charters,Other Services,Other Services,10020,Arts and Entertainment > Internet Cafe,Arts and Entertainment , Internet Cafe,0.545,Low,Low similarity score
active_life,Other Services,Healthcare & Medical,11184,Business and Professional Services > Creative Service,Business and Professional Services , Creative Service,0.593,Low,Low similarity score
hearing_aids,Other Services,Healthcare & Medical,16019,Landmarks and Outdoors > Hiking Trail,Landmarks and Outdoors , Hiking Trail,0.583,Low,Low similarity score
embroidery_and_crochet,Other Services,Other Services,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.537,Low,Low similarity score
olive_oil,Other Services,Other Services,16013,Landmarks and Outdoors > Dive Spot,Landmarks and Outdoors , Dive Spot,0.556,Low,Low similarity score
quay,Other Services,Other Services,16002,Landmarks and Outdoors > Bay,Landmarks and Outdoors , Bay,0.571,Low,Low similarity score
plasterer,Other Services,Other Services,19022,Travel and Transportation > Platform,Travel and Transportation , Platform,0.588,Low,Low similarity score
sleep_specialist,Other Services,Healthcare & Medical,11110,Business and Professional Services > Leather Supplier,Business and Professional Services , Leather Supplier,0.5,Low,Low similarity score
artificial_turf,Other Services,Other Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.5,Low,Low similarity score
countertop_installation,Other Services,Construction & Contractors,19007,Travel and Transportation > Fuel Station,Travel and Transportation , Fuel Station,0.571,Low,Low similarity score
gold_buyer,Other Services,Other Services,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,0.5,Low,Low similarity score
